candidate_id,political_party,political_party_code,candidate_name,year_of_running,gender,age_at_given_year,race_ethnicity_if_found,location,candidate_previous_election_results_based_on_given_year,won_or_lost_house_race_for_given_year,stated_religion_if_found,religion_source,sources,campaign_spending_2023_2024,campaign_spending_2023_2024_source,Total_Disbursement,Total_Disbursement_source,search_audit_4plus_per_feature,extra_deep_search_sources,weball_row,total_receipts_weball24,weball24_raw_line,race_search_queries_4plus,race_sources_checked_4plus,sex_search_queries_4plus,sex_sources_checked_4plus,age_search_queries_4plus,age_sources_checked_4plus,results_search_queries_4plus,results_sources_checked_4plus
H4GA14099,Democratic,DEM,Clarence Blalock,2024,Male,,,Georgia 14,Reached 2024 GA-14 Democratic primary runoff; lost runoff to Shawn Harris 31.0%-69.0%.,Lost,,,https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidate/H4GA14099/?cycle=2024,33862.93,weball24(10).txt field 8 / total disbursements,33862.93,weball24(10).txt,"race ethnicity: ""Clarence Blalock"" Georgia 14 race ethnicity | ""Clarence Blalock"" congressional candidate race ethnicity 2024 | ""Clarence Blalock"" Ballotpedia race ethnicity | ""Clarence Blalock"" FEC candidate race ethnicity election results || sex gender: ""Clarence Blalock"" Georgia 14 sex gender | ""Clarence Blalock"" congressional candidate sex gender 2024 | ""Clarence Blalock"" Ballotpedia sex gender | ""Clarence Blalock"" FEC candidate sex gender election results || age birthdate: ""Clarence Blalock"" Georgia 14 age birthdate | ""Clarence Blalock"" congressional candidate age birthdate 2024 | ""Clarence Blalock"" Ballotpedia age birthdate | ""Clarence Blalock"" FEC candidate age birthdate election results || past election results: ""Clarence Blalock"" Georgia 14 past election results | ""Clarence Blalock"" congressional candidate past election results 2024 | ""Clarence Blalock"" Ballotpedia past election results | ""Clarence Blalock"" FEC candidate past election results election results",https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,,,,,,,,,,,
H0GA06192,Republican,REP,Marjorie Taylor Greene,2024,Female,50.0,White,Georgia 14,"Incumbent; won 2024 GA-14 general election with 64.37% / 243,446 votes.",Won,Christian,https://en.wikipedia.org/wiki/Marjorie_Taylor_Greene,https://en.wikipedia.org/wiki/Marjorie_Taylor_Greene; https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/11/05/georgia-house-district-14/,10062930.19,weball24(10).txt field 8 / total disbursements,10062930.19,weball24(10).txt,"race ethnicity: ""Marjorie Taylor Greene"" Georgia 14 race ethnicity | ""Marjorie Taylor Greene"" congressional candidate race ethnicity 2024 | ""Marjorie Taylor Greene"" Ballotpedia race ethnicity | ""Marjorie Taylor Greene"" FEC candidate race ethnicity election results || sex gender: ""Marjorie Taylor Greene"" Georgia 14 sex gender | ""Marjorie Taylor Greene"" congressional candidate sex gender 2024 | ""Marjorie Taylor Greene"" Ballotpedia sex gender | ""Marjorie Taylor Greene"" FEC candidate sex gender election results || age birthdate: ""Marjorie Taylor Greene"" Georgia 14 age birthdate | ""Marjorie Taylor Greene"" congressional candidate age birthdate 2024 | ""Marjorie Taylor Greene"" Ballotpedia age birthdate | ""Marjorie Taylor Greene"" FEC candidate age birthdate election results || past election results: ""Marjorie Taylor Greene"" Georgia 14 past election results | ""Marjorie Taylor Greene"" congressional candidate past election results 2024 | ""Marjorie Taylor Greene"" Ballotpedia past election results | ""Marjorie Taylor Greene"" FEC candidate past election results election results",https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,,,,,,,,,,,
H0GA14089,Republican,REP,John D Barge,2024,Male,,,Georgia 14,Former Georgia state school superintendent; prior 2020 GA-14 Republican primary candidate; FEC line for 2024 but no 2024 general result found.,,,,https://en.wikipedia.org/wiki/John_Barge; https://www.fec.gov/data/candidate/H0GA14089/,0.0,weball24(10).txt field 8 / total disbursements,0.0,weball24(10).txt,"race ethnicity: ""John D Barge"" Georgia 14 race ethnicity | ""John D Barge"" congressional candidate race ethnicity 2024 | ""John D Barge"" Ballotpedia race ethnicity | ""John D Barge"" FEC candidate race ethnicity election results || sex gender: ""John D Barge"" Georgia 14 sex gender | ""John D Barge"" congressional candidate sex gender 2024 | ""John D Barge"" Ballotpedia sex gender | ""John D Barge"" FEC candidate sex gender election results || age birthdate: ""John D Barge"" Georgia 14 age birthdate | ""John D Barge"" congressional candidate age birthdate 2024 | ""John D Barge"" Ballotpedia age birthdate | ""John D Barge"" FEC candidate age birthdate election results || past election results: ""John D Barge"" Georgia 14 past election results | ""John D Barge"" congressional candidate past election results 2024 | ""John D Barge"" Ballotpedia past election results | ""John D Barge"" FEC candidate past election results election results",https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,,,,,,,,,,,
H0GA14113,Republican,REP,Matthew Laughridge,2024,,,,Georgia 14,Candidate listed in 2024 GA-14 FEC/weball records; district primary/runoff/general sources checked but no reliable candidate-specific result detail found.,,,,https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,399.34,weball24(10).txt field 8 / total disbursements,399.34,weball24(10).txt,"race ethnicity: ""Matthew Laughridge"" Georgia 14 race ethnicity | ""Matthew Laughridge"" congressional candidate race ethnicity 2024 | ""Matthew Laughridge"" Ballotpedia race ethnicity | ""Matthew Laughridge"" FEC candidate race ethnicity election results || sex gender: ""Matthew Laughridge"" Georgia 14 sex gender | ""Matthew Laughridge"" congressional candidate sex gender 2024 | ""Matthew Laughridge"" Ballotpedia sex gender | ""Matthew Laughridge"" FEC candidate sex gender election results || age birthdate: ""Matthew Laughridge"" Georgia 14 age birthdate | ""Matthew Laughridge"" congressional candidate age birthdate 2024 | ""Matthew Laughridge"" Ballotpedia age birthdate | ""Matthew Laughridge"" FEC candidate age birthdate election results || past election results: ""Matthew Laughridge"" Georgia 14 past election results | ""Matthew Laughridge"" congressional candidate past election results 2024 | ""Matthew Laughridge"" Ballotpedia past election results | ""Matthew Laughridge"" FEC candidate past election results election results",https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,,,,,,,,,,,
H2GA14093,Republican,REP,Jennifer Strahan,2024,,,,Georgia 14,Candidate listed in 2024 GA-14 FEC/weball records; district primary/runoff/general sources checked but no reliable candidate-specific result detail found.,,,,https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,21905.33,weball24(10).txt field 8 / total disbursements,21905.33,weball24(10).txt,"race ethnicity: ""Jennifer Strahan"" Georgia 14 race ethnicity | ""Jennifer Strahan"" congressional candidate race ethnicity 2024 | ""Jennifer Strahan"" Ballotpedia race ethnicity | ""Jennifer Strahan"" FEC candidate race ethnicity election results || sex gender: ""Jennifer Strahan"" Georgia 14 sex gender | ""Jennifer Strahan"" congressional candidate sex gender 2024 | ""Jennifer Strahan"" Ballotpedia sex gender | ""Jennifer Strahan"" FEC candidate sex gender election results || age birthdate: ""Jennifer Strahan"" Georgia 14 age birthdate | ""Jennifer Strahan"" congressional candidate age birthdate 2024 | ""Jennifer Strahan"" Ballotpedia age birthdate | ""Jennifer Strahan"" FEC candidate age birthdate election results || past election results: ""Jennifer Strahan"" Georgia 14 past election results | ""Jennifer Strahan"" congressional candidate past election results 2024 | ""Jennifer Strahan"" Ballotpedia past election results | ""Jennifer Strahan"" FEC candidate past election results election results",https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,,,,,,,,,,,
H2GA14101,Republican,REP,Charles David Lutin,2024,,,,Georgia 14,Candidate listed in 2024 GA-14 FEC/weball records; district primary/runoff/general sources checked but no reliable candidate-specific result detail found.,,,,https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,0.0,weball24(10).txt field 8 / total disbursements,0.0,weball24(10).txt,"race ethnicity: ""Charles David Lutin"" Georgia 14 race ethnicity | ""Charles David Lutin"" congressional candidate race ethnicity 2024 | ""Charles David Lutin"" Ballotpedia race ethnicity | ""Charles David Lutin"" FEC candidate race ethnicity election results || sex gender: ""Charles David Lutin"" Georgia 14 sex gender | ""Charles David Lutin"" congressional candidate sex gender 2024 | ""Charles David Lutin"" Ballotpedia sex gender | ""Charles David Lutin"" FEC candidate sex gender election results || age birthdate: ""Charles David Lutin"" Georgia 14 age birthdate | ""Charles David Lutin"" congressional candidate age birthdate 2024 | ""Charles David Lutin"" Ballotpedia age birthdate | ""Charles David Lutin"" FEC candidate age birthdate election results || past election results: ""Charles David Lutin"" Georgia 14 past election results | ""Charles David Lutin"" congressional candidate past election results 2024 | ""Charles David Lutin"" Ballotpedia past election results | ""Charles David Lutin"" FEC candidate past election results election results",https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,,,,,,,,,,,
H2GA14135,Republican,REP,Walter James Haygood,2024,,,,Georgia 14,Candidate listed in 2024 GA-14 FEC/weball records; district primary/runoff/general sources checked but no reliable candidate-specific result detail found.,,,,https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,0.0,weball24(10).txt field 8 / total disbursements,0.0,weball24(10).txt,"race ethnicity: ""Walter James Haygood"" Georgia 14 race ethnicity | ""Walter James Haygood"" congressional candidate race ethnicity 2024 | ""Walter James Haygood"" Ballotpedia race ethnicity | ""Walter James Haygood"" FEC candidate race ethnicity election results || sex gender: ""Walter James Haygood"" Georgia 14 sex gender | ""Walter James Haygood"" congressional candidate sex gender 2024 | ""Walter James Haygood"" Ballotpedia sex gender | ""Walter James Haygood"" FEC candidate sex gender election results || age birthdate: ""Walter James Haygood"" Georgia 14 age birthdate | ""Walter James Haygood"" congressional candidate age birthdate 2024 | ""Walter James Haygood"" Ballotpedia age birthdate | ""Walter James Haygood"" FEC candidate age birthdate election results || past election results: ""Walter James Haygood"" Georgia 14 past election results | ""Walter James Haygood"" congressional candidate past election results 2024 | ""Walter James Haygood"" Ballotpedia past election results | ""Walter James Haygood"" FEC candidate past election results election results",https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,,,,,,,,,,,
H2GA14143,Republican,REP,Seth Synstelien,2024,,,,Georgia 14,Candidate listed in 2024 GA-14 FEC/weball records; district primary/runoff/general sources checked but no reliable candidate-specific result detail found.,,,,https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,0.0,weball24(10).txt field 8 / total disbursements,0.0,weball24(10).txt,"race ethnicity: ""Seth Synstelien"" Georgia 14 race ethnicity | ""Seth Synstelien"" congressional candidate race ethnicity 2024 | ""Seth Synstelien"" Ballotpedia race ethnicity | ""Seth Synstelien"" FEC candidate race ethnicity election results || sex gender: ""Seth Synstelien"" Georgia 14 sex gender | ""Seth Synstelien"" congressional candidate sex gender 2024 | ""Seth Synstelien"" Ballotpedia sex gender | ""Seth Synstelien"" FEC candidate sex gender election results || age birthdate: ""Seth Synstelien"" Georgia 14 age birthdate | ""Seth Synstelien"" congressional candidate age birthdate 2024 | ""Seth Synstelien"" Ballotpedia age birthdate | ""Seth Synstelien"" FEC candidate age birthdate election results || past election results: ""Seth Synstelien"" Georgia 14 past election results | ""Seth Synstelien"" congressional candidate past election results 2024 | ""Seth Synstelien"" Ballotpedia past election results | ""Seth Synstelien"" FEC candidate past election results election results",https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,,,,,,,,,,,
H6GA14045,Republican,REP,Uloma Ekpete,2024,,,,Georgia 14,Candidate listed in 2024 GA-14 FEC/weball records; district primary/runoff/general sources checked but no reliable candidate-specific result detail found.,,,,https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,23086.42,weball24(10).txt field 8 / total disbursements,23086.42,weball24(10).txt,"race ethnicity: ""Uloma Ekpete"" Georgia 14 race ethnicity | ""Uloma Ekpete"" congressional candidate race ethnicity 2024 | ""Uloma Ekpete"" Ballotpedia race ethnicity | ""Uloma Ekpete"" FEC candidate race ethnicity election results || sex gender: ""Uloma Ekpete"" Georgia 14 sex gender | ""Uloma Ekpete"" congressional candidate sex gender 2024 | ""Uloma Ekpete"" Ballotpedia sex gender | ""Uloma Ekpete"" FEC candidate sex gender election results || age birthdate: ""Uloma Ekpete"" Georgia 14 age birthdate | ""Uloma Ekpete"" congressional candidate age birthdate 2024 | ""Uloma Ekpete"" Ballotpedia age birthdate | ""Uloma Ekpete"" FEC candidate age birthdate election results || past election results: ""Uloma Ekpete"" Georgia 14 past election results | ""Uloma Ekpete"" congressional candidate past election results 2024 | ""Uloma Ekpete"" Ballotpedia past election results | ""Uloma Ekpete"" FEC candidate past election results election results",https://www.ballotwire.com/2024ushouseelectionresults/2024-georgia-14th-congressional-district-election-results; https://www.washingtonpost.com/elections/results/2024/06/18/georgia-house-district-14-runoff/; https://www.fec.gov/data/candidates/house/?cycle=2024&election_full=true&state=GA&district=14,,,,,,,,,,,
H2GU01056,Democratic,DEM,Judith T Won Pat,2024,Female,74.0,Chamorro / Pacific Islander,Guam at-large delegate district,Former Guam Legislature speaker; lost 2022 Guam delegate race to James Moylan; no 2024 race result found in delegate primary/general.,Lost,,,https://en.wikipedia.org/wiki/Judith_Won_Pat; https://en.wikipedia.org/wiki/2024_United_States_House_of_Representatives_election_in_Guam,2409.83,weball24(10).txt field 8 / total disbursements,2409.83,weball24(10).txt,"race ethnicity: ""Judith T Won Pat"" Guam at-large delegate district race ethnicity | ""Judith T Won Pat"" congressional candidate race ethnicity 2024 | ""Judith T Won Pat"" Ballotpedia race ethnicity | ""Judith T Won Pat"" FEC candidate race ethnicity election results || sex gender: ""Judith T Won Pat"" Guam at-large delegate district sex gender | ""Judith T Won Pat"" congressional candidate sex gender 2024 | ""Judith T Won Pat"" Ballotpedia sex gender | ""Judith T Won Pat"" FEC candidate sex gender election results || age birthdate: ""Judith T Won Pat"" Guam at-large delegate district age birthdate | ""Judith T Won Pat"" congressional candidate age birthdate 2024 | ""Judith T Won Pat"" Ballotpedia age birthdate | ""Judith T Won Pat"" FEC candidate age birthdate election results || past election results: ""Judith T Won Pat"" Guam at-large delegate district past election results | ""Judith T Won Pat"" congressional candidate past election results 2024 | ""Judith T Won Pat"" Ballotpedia past election results | ""Judith T Won Pat"" FEC candidate past election results election results",https://gec.guam.gov/2024-primary-election-official-results/; https://en.wikipedia.org/wiki/2024_United_States_House_of_Representatives_election_in_Guam,,,,,,,,,,,
H4GU01011,Democratic,DEM,Amanda Lee Shelton,2024,Female,34.0,Chamorro / Pacific Islander,Guam at-large delegate district,"Guam senator/majority whip; lost 2024 Democratic delegate primary, 4,301 votes / 33.90%.",Lost,Catholic,https://en.wikipedia.org/wiki/Amanda_Shelton,https://en.wikipedia.org/wiki/Amanda_Shelton; https://gec.guam.gov/2024-primary-election-official-results/; https://en.wikipedia.org/wiki/2024_United_States_House_of_Representatives_election_in_Guam,159751.18,weball24(10).txt field 8 / total disbursements,159751.18,weball24(10).txt,"race ethnicity: ""Amanda Lee Shelton"" Guam at-large delegate district race ethnicity | ""Amanda Lee Shelton"" congressional candidate race ethnicity 2024 | ""Amanda Lee Shelton"" Ballotpedia race ethnicity | ""Amanda Lee Shelton"" FEC candidate race ethnicity election results || sex gender: ""Amanda Lee Shelton"" Guam at-large delegate district sex gender | ""Amanda Lee Shelton"" congressional candidate sex gender 2024 | ""Amanda Lee Shelton"" Ballotpedia sex gender | ""Amanda Lee Shelton"" FEC candidate sex gender election results || age birthdate: ""Amanda Lee Shelton"" Guam at-large delegate district age birthdate | ""Amanda Lee Shelton"" congressional candidate age birthdate 2024 | ""Amanda Lee Shelton"" Ballotpedia age birthdate | ""Amanda Lee Shelton"" FEC candidate age birthdate election results || past election results: ""Amanda Lee Shelton"" Guam at-large delegate district past election results | ""Amanda Lee Shelton"" congressional candidate past election results 2024 | ""Amanda Lee Shelton"" Ballotpedia past election results | ""Amanda Lee Shelton"" FEC candidate past election results election results",https://gec.guam.gov/2024-primary-election-official-results/; https://en.wikipedia.org/wiki/2024_United_States_House_of_Representatives_election_in_Guam,,,,,,,,,,,
H4GU01029,Democratic,DEM,Ginger Cruz,2024,Female,,,Guam at-large delegate district,Former TV news anchor/businesswoman; won 2024 Democratic delegate primary and lost general to James Moylan 46.81%-52.69%.,Lost,,,https://en.wikipedia.org/wiki/2024_United_States_House_of_Representatives_election_in_Guam; https://gec.guam.gov/2024-primary-election-official-results/; https://pasquines.us/2024/11/04/ginger-cruz-leads-poll-in-guams-delegate-race/,682492.48,weball24(10).txt field 8 / total disbursements,682492.48,weball24(10).txt,"race ethnicity: ""Ginger Cruz"" Guam at-large delegate district race ethnicity | ""Ginger Cruz"" congressional candidate race ethnicity 2024 | ""Ginger Cruz"" Ballotpedia race ethnicity | ""Ginger Cruz"" FEC candidate race ethnicity election results || sex gender: ""Ginger Cruz"" Guam at-large delegate district sex gender | ""Ginger Cruz"" congressional candidate sex gender 2024 | ""Ginger Cruz"" Ballotpedia sex gender | ""Ginger Cruz"" FEC candidate sex gender election results || age birthdate: ""Ginger Cruz"" Guam at-large delegate district age birthdate | ""Ginger Cruz"" congressional candidate age birthdate 2024 | ""Ginger Cruz"" Ballotpedia age birthdate | ""Ginger Cruz"" FEC candidate age birthdate election results || past election results: ""Ginger Cruz"" Guam at-large delegate district past election results | ""Ginger Cruz"" congressional candidate past election results 2024 | ""Ginger Cruz"" Ballotpedia past election results | ""Ginger Cruz"" FEC candidate past election results election results",https://gec.guam.gov/2024-primary-election-official-results/; https://en.wikipedia.org/wiki/2024_United_States_House_of_Representatives_election_in_Guam,,,,,,,,,,,
H8GU01020,Democratic,DEM,Michael F.Q. San Nicolas,2024,Male,43.0,Chamorro / Pacific Islander,Guam at-large delegate district,"Former Guam delegate; lost 2024 Democratic delegate primary, 3,189 votes / 25.13%.",Lost,,,https://en.wikipedia.org/wiki/Michael_San_Nicolas; https://gec.guam.gov/2024-primary-election-official-results/; https://en.wikipedia.org/wiki/2024_United_States_House_of_Representatives_election_in_Guam,39765.5,weball24(10).txt field 8 / total disbursements,39765.5,weball24(10).txt,"race ethnicity: ""Michael F.Q. San Nicolas"" Guam at-large delegate district race ethnicity | ""Michael F.Q. San Nicolas"" congressional candidate race ethnicity 2024 | ""Michael F.Q. San Nicolas"" Ballotpedia race ethnicity | ""Michael F.Q. San Nicolas"" FEC candidate race ethnicity election results || sex gender: ""Michael F.Q. San Nicolas"" Guam at-large delegate district sex gender | ""Michael F.Q. San Nicolas"" congressional candidate sex gender 2024 | ""Michael F.Q. San Nicolas"" Ballotpedia sex gender | ""Michael F.Q. San Nicolas"" FEC candidate sex gender election results || age birthdate: ""Michael F.Q. San Nicolas"" Guam at-large delegate district age birthdate | ""Michael F.Q. San Nicolas"" congressional candidate age birthdate 2024 | ""Michael F.Q. San Nicolas"" Ballotpedia age birthdate | ""Michael F.Q. San Nicolas"" FEC candidate age birthdate election results || past election results: ""Michael F.Q. San Nicolas"" Guam at-large delegate district past election results | ""Michael F.Q. San Nicolas"" congressional candidate past election results 2024 | ""Michael F.Q. San Nicolas"" Ballotpedia past election results | ""Michael F.Q. San Nicolas"" FEC candidate past election results election results",https://gec.guam.gov/2024-primary-election-official-results/; https://en.wikipedia.org/wiki/2024_United_States_House_of_Representatives_election_in_Guam,,,,,,,,,,,
H2GU01031,Republican,REP,James C. Moylan,2024,Male,62.0,Chamorro / Pacific Islander,Guam at-large delegate district,"Incumbent; won 2024 Guam delegate general election with 15,422 votes / 52.69%.",Won,,,https://en.wikipedia.org/wiki/James_Moylan; https://en.wikipedia.org/wiki/2024_United_States_House_of_Representatives_election_in_Guam; https://www.fec.gov/data/candidate/H2GU01031/,285559.21,weball24(10).txt field 8 / total disbursements,285559.21,weball24(10).txt,"race ethnicity: ""James C. Moylan"" Guam at-large delegate district race ethnicity | ""James C. Moylan"" congressional candidate race ethnicity 2024 | ""James C. Moylan"" Ballotpedia race ethnicity | ""James C. Moylan"" FEC candidate race ethnicity election results || sex gender: ""James C. Moylan"" Guam at-large delegate district sex gender | ""James C. Moylan"" congressional candidate sex gender 2024 | ""James C. Moylan"" Ballotpedia sex gender | ""James C. Moylan"" FEC candidate sex gender election results || age birthdate: ""James C. Moylan"" Guam at-large delegate district age birthdate | ""James C. Moylan"" congressional candidate age birthdate 2024 | ""James C. Moylan"" Ballotpedia age birthdate | ""James C. Moylan"" FEC candidate age birthdate election results || past election results: ""James C. Moylan"" Guam at-large delegate district past election results | ""James C. Moylan"" congressional candidate past election results 2024 | ""James C. Moylan"" Ballotpedia past election results | ""James C. Moylan"" FEC candidate past election results election results",https://gec.guam.gov/2024-primary-election-official-results/; https://en.wikipedia.org/wiki/2024_United_States_House_of_Representatives_election_in_Guam,,,,,,,,,,,
H2HI02128,Democratic,DEM,Edward Case,2024,Male,72.0,White,Hawaii 1,"Incumbent; won 2024 HI-01 general election with 65.30% / 164,237 votes; won 2022 HI-01 with 70.90%.",Won,,,https://www.ballotwire.com/post/2024-hawaii-1st-congressional-district-general-election-results; https://www.ballotwire.com/hawaiielectionresults; https://apnews.com/article/98317641b98f4de79ba01415f6529340,891335.38,weball24(10).txt field 8 / total disbursements,891335.38,weball24(10).txt,"race ethnicity: ""Edward Case"" Hawaii 1 race ethnicity | ""Edward Case"" congressional candidate race ethnicity 2024 | ""Edward Case"" Ballotpedia race ethnicity | ""Edward Case"" FEC candidate race ethnicity election results || sex gender: ""Edward Case"" Hawaii 1 sex gender | ""Edward Case"" congressional candidate sex gender 2024 | ""Edward Case"" Ballotpedia sex gender | ""Edward Case"" FEC candidate sex gender election results || age birthdate: ""Edward Case"" Hawaii 1 age birthdate | ""Edward Case"" congressional candidate age birthdate 2024 | ""Edward Case"" Ballotpedia age birthdate | ""Edward Case"" FEC candidate age birthdate election results || past election results: ""Edward Case"" Hawaii 1 past election results | ""Edward Case"" congressional candidate past election results 2024 | ""Edward Case"" Ballotpedia past election results | ""Edward Case"" FEC candidate past election results election results",https://www.ballotwire.com/post/2024-hawaii-1st-congressional-district-general-election-results; https://www.ballotwire.com/hawaiielectionresults,,,,,,,,,,,
H4HI01134,Democratic,DEM,Kyle Mark Takai,2024,,,,Hawaii 1,Candidate listed in 2024 Hawaii 1 FEC/weball records; House general results sources checked but no reliable candidate-specific 2024 result found.,,,,https://www.ballotwire.com/post/2024-hawaii-1st-congressional-district-general-election-results; https://www.ballotwire.com/hawaiielectionresults,1310.51,weball24(10).txt field 8 / total disbursements,1310.51,weball24(10).txt,"race ethnicity: ""Kyle Mark Takai"" Hawaii 1 race ethnicity | ""Kyle Mark Takai"" congressional candidate race ethnicity 2024 | ""Kyle Mark Takai"" Ballotpedia race ethnicity | ""Kyle Mark Takai"" FEC candidate race ethnicity election results || sex gender: ""Kyle Mark Takai"" Hawaii 1 sex gender | ""Kyle Mark Takai"" congressional candidate sex gender 2024 | ""Kyle Mark Takai"" Ballotpedia sex gender | ""Kyle Mark Takai"" FEC candidate sex gender election results || age birthdate: ""Kyle Mark Takai"" Hawaii 1 age birthdate | ""Kyle Mark Takai"" congressional candidate age birthdate 2024 | ""Kyle Mark Takai"" Ballotpedia age birthdate | ""Kyle Mark Takai"" FEC candidate age birthdate election results || past election results: ""Kyle Mark Takai"" Hawaii 1 past election results | ""Kyle Mark Takai"" congressional candidate past election results 2024 | ""Kyle Mark Takai"" Ballotpedia past election results | ""Kyle Mark Takai"" FEC candidate past election results election results",https://www.ballotwire.com/post/2024-hawaii-1st-congressional-district-general-election-results; https://www.ballotwire.com/hawaiielectionresults,,,,,,,,,,,
